,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
789,130.0,2017,True,San Luis Obispo,2018-01-09T09:54:00Z,"Off Highway 41, north of Cholame",False,2017-05-02T14:32:00Z
790,128.0,2017,True,Shasta,2018-01-09T11:16:00Z,"off Oak Run Rd and Pierce Hollow Rd, east of Redding",False,2017-07-01T00:48:00Z
791,126.0,2017,True,Fresno,2018-01-09T09:52:00Z,"Panoche Rd, 5 miles west of I-5",False,2017-04-29T17:15:00Z
792,125.0,2017,True,Mariposa,2018-01-09T12:40:00Z,Merced Falls Rd and Coronado Rd in Lake McClure,False,2017-08-13T16:23:00Z
793,124.0,2017,True,Tuolumne,2018-01-09T12:14:00Z,"Twist Road south of Algerine Road, Jamestown",False,2017-07-30T16:28:00Z
794,122.0,2017,True,Riverside,2018-01-09T12:19:00Z,Stewart Rd at Woodson Rd in Moreno Valley,False,2017-08-04T14:25:00Z
795,120.0,2017,True,San Luis Obispo,2018-01-09T12:50:00Z,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",False,2017-09-03T16:59:00Z
796,120.0,2017,True,Riverside,2018-01-09T10:16:00Z,"Lamb Canyon & Dump Road, north of Hemet ",False,2017-05-25T14:48:00Z
797,117.0,2017,True,Calaveras,2018-01-09T11:58:00Z,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",True,2017-07-17T12:55:00Z
798,116.0,2017,True,Alameda,2018-01-09T13:41:00Z,off Fallon Road 3 miles East of Dublin ,False,2017-10-17T14:00:00Z
799,114.0,2017,True,Napa,2018-01-09T12:35:00Z,Hwy 128 and Sage Canyon Rd near Lake Berryessa,True,2017-08-11T12:57:00Z
800,111.0,2017,True,Fresno,2018-01-09T12:45:00Z,"Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse ",False,2017-08-26T14:31:00Z
801,111.0,2017,True,Butte,2018-01-09T11:01:00Z,"Lone Tree Rd & Cox Ln, south of Oroville",False,2017-06-22T11:10:00Z
802,105.0,2017,True,San Luis Obispo,2018-01-09T13:26:00Z,near Cal Poly,False,2017-09-26T15:30:00Z
803,105.0,2017,True,Riverside,2018-01-09T10:33:00Z,Banning,False,2017-06-15T11:36:00Z
804,103.0,2017,True,Butte,2018-04-12T14:52:00Z,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",False,2017-07-19T16:02:00Z
805,102.0,2017,True,Fresno,2018-01-09T12:48:00Z,"Mendota Road and Interstate 5, 12 miles north of Coalinga",False,2017-08-30T16:51:00Z
806,101.0,2017,False,Santa Clara,2018-01-09T11:53:00Z,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",False,2017-07-11T16:51:00Z
807,100.0,2017,True,San Diego,2018-01-09T13:41:00Z,"off Highway 94 and Church Rd, Campo Indian Reservation ",False,2017-10-21T13:04:00Z
808,100.0,2017,True,Sonoma,2018-04-05T12:01:00Z,east side of Highway 12 near the Oakmont community,True,2017-10-14T20:35:00Z
809,100.0,2017,True,Lake,2018-01-09T13:38:00Z,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",False,2017-10-14T05:00:00Z
810,100.0,2017,True,Solano,2018-01-09T13:29:00Z,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",False,2017-10-02T09:37:00Z
811,100.0,2017,True,Santa Clara,2018-01-09T12:50:00Z,"Ballybunion Ct, Gilroy",False,2017-09-03T19:17:00Z
812,100.0,2017,True,Fresno,2018-01-09T12:51:00Z,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",False,2017-09-03T09:23:00Z
813,100.0,2017,True,Santa Clara,2018-01-09T12:39:00Z,Hale Ave and Tilton Ave in Morgan Hill,False,2017-08-11T14:55:00Z
814,100.0,2017,False,San Bernardino,2018-01-09T12:16:00Z,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",False,2017-07-31T14:44:00Z
815,99.0,2017,True,San Bernardino,2018-01-09T13:46:00Z,"Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen",False,2017-11-29T12:19:00Z
816,92.0,2017,True,Riverside,2018-01-09T12:23:00Z,Reed Valley Rd. and Forest Route 7S04 in Aguanga,True,2017-08-07T14:14:00Z
817,91.0,2017,True,Fresno,2018-01-09T11:45:00Z,"off Auberry Rd, north of Clovis",True,2017-07-05T15:40:00Z
818,91.0,2017,True,Butte,2018-01-09T10:27:00Z,"Wilbur rd, north of Oroville Dam blvd    ",False,2017-06-06T12:43:00Z
819,90.0,2017,True,Madera,2018-01-09T11:46:00Z,"Road 29 and Ave 24, near Daulton",False,2017-07-07T10:00:00Z
820,87.0,2017,True,Lake,2018-01-09T13:29:00Z,"Bartlett Springs, community of Clearlake",True,2017-10-06T14:38:00Z
821,86.0,2017,True,Ventura,2018-01-09T13:45:00Z,off Hwy 33 & Casitas Vista Rd,False,2017-10-24T14:44:00Z
822,85.0,2017,True,Riverside,2018-01-09T12:49:00Z,Marlborough ave and Northgate street,False,2017-08-31T10:13:00Z
823,85.0,2017,True,Humboldt,2018-01-09T12:17:00Z,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",False,2017-08-03T11:58:00Z
824,85.0,2017,False,San Bernardino,2018-01-09T12:03:00Z,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",False,2017-07-22T13:35:00Z
825,85.0,2017,True,Santa Clara,2018-01-09T11:11:00Z,"Off Grant Road, Mt. Hamilton, east of San Jose",False,2017-06-29T13:56:00Z
826,82.0,2017,True,Monterey,2018-01-09T12:27:00Z,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,False,2017-08-07T18:08:00Z
827,81.0,2017,False,San Diego,2018-01-09T13:38:00Z,"Loma Range 217, Camp Pendleton",False,2017-10-13T15:40:00Z
828,80.0,2017,False,El Dorado,2018-01-09T13:49:00Z,"off Hwy 395, south of Gardnerville in Nevada",False,2017-12-28T20:51:00Z
829,79.0,2017,True,Plumas,2018-01-09T13:18:00Z,"Hwy 89, ¼ mile north of Crescent Mills",False,2017-09-03T20:32:00Z
830,79.0,2017,True,Tulare,2018-01-09T10:23:00Z,"off Avenue 56 & Road 256, 2 miles east of Ducor",False,2017-05-31T11:30:00Z
831,78.0,2017,True,Santa Clara,2018-01-09T12:04:00Z,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",False,2017-07-23T16:07:00Z
832,78.0,2017,True,Tehama,2018-01-09T10:25:00Z,"off of Spring Branch Rd, 7 miles east of Cottonwood",False,2017-06-04T16:22:00Z
833,76.0,2017,True,Nevada,2018-02-09T09:52:00Z,"McCourtney Rd and Hwy 20, Grass Valley",True,2017-10-09T00:00:00Z
834,76.0,2017,True,Fresno,2018-01-09T10:31:00Z,near Tivy Mountain,False,2017-06-11T22:45:00Z
835,74.0,2017,True,San Luis Obispo,2018-01-09T13:26:00Z,"Linne Rd x Geneseo Rd, east of Paso Robles",False,2017-09-26T16:45:00Z
836,74.0,2017,True,El Dorado,2018-01-09T11:50:00Z,"Axel Ct & Barrister Ct, Rescue",True,2017-07-08T16:38:00Z
837,74.0,2017,True,San Bernardino,2018-01-09T11:47:00Z,"Hwy 38, west of Bryant St.",False,2017-07-07T15:45:00Z
838,73.0,2017,True,San Luis Obispo,2018-01-09T13:37:00Z,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",False,2017-10-13T12:14:00Z
839,72.0,2017,True,Riverside,2018-01-09T12:01:00Z,"off of Mc Pherson Road, Perris",False,2017-07-18T15:34:00Z
840,70.0,2017,True,San Luis Obispo,2018-01-09T12:17:00Z,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",False,2017-08-02T10:33:00Z
841,70.0,2017,True,Colusa,2018-01-09T11:58:00Z,"Sand Creek Rd, west of Arbuckle",True,2017-07-17T13:17:00Z
842,70.0,2017,True,Santa Clara,2018-01-09T11:52:00Z,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",False,2017-07-10T15:54:00Z
843,70.0,2017,True,Fresno,2018-01-09T10:05:00Z,"Interstate 5 and Manning Avenue, north of Coalinga",False,2017-05-19T23:28:00Z
844,69.0,2017,True,Fresno,2018-01-09T12:46:00Z,Hwy 180 from Hills Valley to Ruth Hill,False,2017-08-27T18:47:00Z
845,68.0,2017,True,Sacramento,2018-01-09T10:22:00Z,"off Clay East Rd, east of Herald",False,2017-06-01T15:38:00Z
846,67.0,2017,True,Lassen,2018-01-09T10:26:00Z,"east of Hwy 395, Doyle",False,2017-06-04T16:12:00Z
847,65.0,2017,True,Stanislaus,2018-01-09T10:59:00Z,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",False,2017-06-21T14:45:00Z
848,63.0,2017,True,Riverside,2018-01-09T12:07:00Z,"Placentia Ave. at Eureka St, Nuevo",False,2017-07-28T18:11:00Z
849,63.0,2017,True,Mariposa,2018-01-09T10:33:00Z,west of  Westfall Road and north of Whiterock Road,False,2017-06-15T07:30:00Z
850,62.0,2017,True,San Diego,2018-01-09T12:44:00Z,"Montezuma Valley Rd., near the Community of Borrego Springs.",False,2017-08-26T11:30:00Z
851,62.0,2017,True,Lake,2018-01-09T12:28:00Z,Bottle Rock Rd and Highway 29 in Kelseyville,True,2017-08-08T16:40:00Z
852,62.0,2017,True,Stanislaus,2018-01-09T11:48:00Z,Off Hwy 132 & Lake Rd,False,2017-07-08T11:00:00Z
853,60.0,2017,True,Tehama,2018-01-09T10:35:00Z,"Hwy 36 West, off Tedoc Roadd, west of Platina",False,2017-06-18T07:15:00Z
854,59.0,2017,True,Tulare,2018-01-09T11:59:00Z,"off Balch Park Rd & Bear Creek Dr, 4 miles north of Springville ",False,2017-07-17T15:32:00Z
855,59.0,2017,True,Calaveras,2018-01-09T11:53:00Z,Quail Oaks Rd. and Oak Hill Dr. near Valley Springs ,True,2017-07-12T13:10:00Z
856,58.0,2017,True,Fresno,2018-01-09T13:36:00Z,"Elwood Road and Silver Lane, northwest of Squaw Valley",True,2017-10-11T15:59:00Z
857,58.0,2017,False,Lake,2018-01-09T13:20:00Z,"Elk Mountain Rd, west of Lake Pillsbury",False,2017-09-12T16:08:00Z
858,58.0,2017,True,Tulare,2018-01-09T12:01:00Z,"off of Hogback Rd and Whitaker Forest Dr, Badger",False,2017-07-18T15:50:00Z
859,58.0,2017,True,San Luis Obispo,2018-01-09T11:48:00Z,"off northbound Hwy 101, near the Cuesta Grade",False,2017-07-07T16:23:00Z
860,57.0,2017,True,Tehama,2018-01-09T12:07:00Z,"Live Oak Road, Community of Ridgway, west of Red Bluff",False,2017-07-28T13:24:00Z
861,57.0,2017,True,Fresno,2018-01-09T11:43:00Z,"Ashland and Riverbend Ave, Sanger City",False,2017-07-04T13:21:00Z
862,56.0,2017,True,Siskiyou,2018-01-09T10:59:00Z,Ager Beswick Rd. and Crest Ln. south of Copco Lake,False,2017-06-18T15:45:00Z
863,55.0,2017,True,Solano,2018-01-09T13:23:00Z,"Estate Rd & John Wayne Rd, north of Vacaville",True,2017-09-23T11:05:00Z
864,55.0,2017,True,Siskiyou,2018-01-09T12:47:00Z,"off of Owens Rd and Hwy 97, northeast of Dorris ",False,2017-08-29T15:39:00Z
865,55.0,2017,False,Los Angeles,2018-01-09T11:11:00Z,Off Topanga Canyon & Pacific Coast Hwy in Malibu,False,2017-06-29T15:09:00Z
866,54.0,2017,False,Siskiyou,2018-01-09T12:46:00Z,West of Dunsmuir,False,2017-08-28T22:00:00Z
867,54.0,2017,False,Siskiyou,2018-01-09T12:46:00Z,"Bradley Ridge, City of Dunsmuir ",False,2017-08-28T21:38:00Z
868,54.0,2017,True,Santa Clara,2018-01-09T11:00:00Z,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",False,2017-06-21T18:02:00Z
869,51.0,2017,True,Santa Clara,2018-01-09T12:07:00Z,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",False,2017-07-26T23:19:00Z
870,50.0,2017,True,Kern,2018-01-09T13:45:00Z,"Hwy 58 and Keene Ranch Rd, community of Keene",False,2017-10-26T11:55:00Z
871,50.0,2017,True,Riverside,2018-01-09T13:42:00Z,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",False,2017-10-23T10:31:00Z
872,50.0,2017,False,Los Angeles,2018-01-09T13:40:00Z,off Mount Wilson Circle near the Mount Wilson Observatory ,False,2017-10-17T03:43:00Z
873,50.0,2017,True,San Mateo,2018-01-09T13:20:00Z,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",True,2017-09-11T19:41:00Z
874,50.0,2017,False,Kern,2018-01-09T12:19:00Z,"Old State Rd & Dollar Rd, Wofford Heights",False,2017-08-05T13:16:00Z
875,50.0,2017,True,Santa Barbara,2018-01-09T11:59:00Z,"Zaca Station Road and Foxen Canyon Road, north of Los Olivos",False,2017-07-17T14:55:00Z
876,50.0,2017,True,Yuba,2018-01-09T11:50:00Z,"Camp Far West Rd & Wichita Way, east of Olivehurst",False,2017-07-08T16:47:00Z
877,50.0,2017,False,Ventura,2018-01-09T11:43:00Z,"off Hwy 101 & Camarillo Springs Rd, Camarillo Springs",False,2017-07-04T14:45:00Z
878,50.0,2017,True,Riverside,2018-01-09T11:41:00Z,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",False,2017-07-03T15:14:00Z
879,50.0,2017,False,San Diego,2018-01-09T10:32:00Z,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",False,2017-06-13T14:31:00Z
880,48.0,2017,True,Madera,2018-01-09T13:23:00Z,"off Arburua Road and I-5, southwest of Los Banos",False,2017-09-20T21:07:00Z
881,48.0,2017,True,Riverside,2018-01-09T10:21:00Z,off Avenue 64 and Las Serenas Street,False,2017-05-28T15:27:00Z
882,47.0,2017,True,San Benito,2018-01-09T13:46:00Z,Airline Hwy and Bitterwater Road,False,2017-11-25T16:46:00Z
883,47.0,2017,True,San Luis Obispo,2018-01-09T12:03:00Z,"off Zenon Way, Nipomo ",False,2017-07-20T14:43:00Z
884,46.0,2017,False,Riverside,2018-01-09T12:45:00Z,"Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore",False,2017-08-27T14:51:00Z
885,46.0,2017,False,San Bernardino,2018-01-09T11:54:00Z,"Hwy 330, 1 mile north of Highland ",False,2017-07-12T15:29:00Z
886,46.0,2017,True,Siskiyou,2018-01-09T10:27:00Z,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",True,2017-06-06T16:38:00Z
887,45.0,2017,False,Riverside,2018-01-09T13:49:00Z,"Mission Inn Ave. and Redwood Dr., Riverside",False,2017-12-21T11:16:00Z
888,45.0,2017,False,San Luis Obispo,2018-01-09T13:34:00Z,near 3055  West Pozo Rd,False,2017-10-09T14:30:00Z
889,45.0,2017,True,Shasta,2018-01-09T09:41:00Z,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",False,2017-04-03T16:00:00Z
890,44.0,2017,True,Alameda,2018-01-09T12:45:00Z,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",False,2017-08-27T17:45:00Z
891,43.0,2017,True,Tehama,2018-01-09T13:46:00Z,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",False,2017-11-02T14:40:00Z
892,43.0,2017,True,Monterey,2018-01-09T13:19:00Z,"off of Hwy 198 and Pine Valley, east of San Lucas",False,2017-09-11T15:11:00Z
893,42.0,2017,True,Monterey,2018-01-09T11:11:00Z,off San Lucas Rd and Martinez Rd,False,2017-06-29T20:44:00Z
894,42.0,2017,True,Tehama,2018-01-09T11:07:00Z,"Off Paskenta Rd, west of Red Bluff",False,2017-06-24T11:15:00Z
895,42.0,2017,True,Modoc,2018-01-09T10:24:00Z,"Off Hwy 395, south of Alturas",False,2017-06-03T13:09:00Z
896,41.0,2017,False,Siskiyou,2018-01-09T12:38:00Z,Wards Fork south of Donomore Meadows near the Oregon border.,False,2017-08-13T12:41:00Z
897,41.0,2017,True,Los Angeles,2018-01-09T11:11:00Z,Stokes Rd. and Mulholland Dr in Calabasas ,False,2017-06-29T15:45:00Z
898,41.0,2017,True,Kern,2018-01-09T09:57:00Z,"Sabastian Rd and Wheeler, southeast of Arvin ",False,2017-05-14T14:00:00Z
899,40.0,2017,True,Riverside,2018-01-09T13:47:00Z," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",False,2017-12-04T12:26:00Z
900,40.0,2017,True,Riverside,2018-01-09T13:46:00Z,"Off Palm Dr & 20th Ave, Desert Hot Springs",False,2017-11-14T16:11:00Z
901,40.0,2017,False,San Bernardino,2018-01-09T13:45:00Z,"Interstate 15 and Interstate 210, Rancho Cucamonga",False,2017-10-24T10:27:00Z
902,40.0,2017,True,Shasta,2018-01-09T13:31:00Z,"off of Argonaut Trail and Dry Creek Rd, Jones Valley",False,2017-10-08T04:53:00Z
903,40.0,2017,True,Kern,2018-01-09T13:29:00Z,"Todd Ct and Brick Dr, east of Lake Isabella",False,2017-09-29T15:58:00Z
904,40.0,2017,False,Del Norte,2018-01-09T13:20:00Z,"off Low Divide Rd, west of Rockland",False,2017-09-12T12:45:00Z
905,40.0,2017,False,Humboldt,2018-01-09T12:46:00Z,"Tish Tang Road and Hostler, Hoopa",False,2017-08-28T08:01:00Z
906,40.0,2017,True,Tehama,2018-01-09T12:45:00Z,"Hwy 36 and Vestal Road, west of Red Bluff",False,2017-08-26T15:03:00Z
907,40.0,2017,True,Lake,2018-01-09T11:59:00Z,"Hwy 29 and Agua Dulce, 3 miles south of Lower lake",False,2017-07-17T14:44:00Z
908,40.0,2017,False,Monterey,2018-01-09T11:56:00Z,"off Reservation Rd and Blanco Rd, east of the city of Marina",False,2017-07-16T11:17:00Z
909,39.0,2017,True,Tuolumne,2018-03-26T10:49:00Z,"On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown",False,2017-09-19T00:22:00Z
910,39.0,2017,True,Yuba,2018-01-09T12:05:00Z,"Spenceville Rd & Monarch Trail Dr, Wheatland",True,2017-07-24T14:56:00Z
911,39.0,2017,False,Solano,2018-01-09T11:01:00Z,"off of I-80 and Sonoma Blvd,  Vallejo",False,2017-06-22T13:08:00Z
912,38.0,2017,True,Marin,2018-01-09T11:09:00Z,"off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre ",False,2017-06-27T10:39:00Z
913,38.0,2017,True,Tuolumne,2018-01-09T10:31:00Z,"Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp",False,2017-06-11T18:49:00Z
914,37.0,2017,False,Shasta,2018-01-09T13:46:00Z,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ",False,2017-10-31T11:22:00Z
915,36.0,2017,True,Mariposa,2018-01-09T11:48:00Z,"Banderilla Dr & Hidalgo St, north of Hayward",False,2017-07-07T15:50:00Z
916,36.0,2017,True,San Diego,2018-01-09T11:07:00Z,"Off Black Canyon Rd & Mesa Grande Rd, Ramona",False,2017-06-25T12:09:00Z
917,35.0,2017,True,Riverside,2018-01-09T13:28:00Z,Hy 74 and Melba Avenue,False,2017-09-29T18:01:00Z
918,35.0,2017,True,Marin,2018-01-09T11:54:00Z,"Point Reyes - Petaluma Road, Petaluma",False,2017-07-12T16:15:00Z
919,35.0,2017,True,Riverside,2018-01-09T11:43:00Z,Off Van Buren Bl & Jurupa Rd in Jurupa Valley,False,2017-07-04T15:20:00Z
920,35.0,2017,True,Sacramento,2018-01-09T11:09:00Z,"off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County)",False,2017-06-27T07:39:00Z
921,35.0,2017,True,Kern,2018-01-09T10:29:00Z,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",False,2017-06-09T04:53:00Z
922,35.0,2017,True,Riverside,2018-01-09T10:07:00Z,Reche Canyon Road and Smiley Boulevard,False,2017-05-21T16:12:00Z
923,34.0,2017,True,San Bernardino,2018-01-09T13:47:00Z,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",False,2017-12-05T13:28:00Z
924,34.0,2017,True,Riverside,2018-01-09T13:19:00Z,"Ellie Way and El Toro Road, Lake Elsinore",False,2017-09-10T13:49:00Z
925,34.0,2017,True,Humboldt,2018-01-09T12:49:00Z,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",False,2017-08-31T13:57:00Z
926,34.0,2017,True,San Benito,2018-01-09T11:42:00Z,"Off Santa Ana Valley Rd & Douglas Dr, Hollister",False,2017-07-04T13:21:00Z
927,33.0,2017,True,Riverside,2018-01-09T11:46:00Z,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",False,2017-07-07T12:56:00Z
928,33.0,2017,True,Riverside,2018-01-09T10:32:00Z,"San Ignacio Road and East Benton Road, Temecula",False,2017-06-13T12:00:00Z
929,33.0,2017,True,Kern,2018-01-09T10:24:00Z,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",False,2017-06-04T22:11:00Z
930,32.0,2017,False,Trinity,2018-01-09T12:16:00Z,"North of Hwy 299, west of Del Loma",False,2017-08-02T11:13:00Z
931,32.0,2017,False,Trinity,2018-01-09T12:17:00Z,"Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch",False,2017-08-02T08:30:00Z
932,32.0,2017,True,Riverside,2018-01-09T11:54:00Z,"Field Drive & Patterson Road, Community of Winchester",False,2017-07-13T10:28:00Z
933,32.0,2017,True,Monterey,2018-01-09T10:34:00Z,"Jolon Rd and Frudden Rd, near Lockwood",True,2017-06-16T15:49:00Z
934,32.0,2017,True,Monterey,2018-01-09T10:30:00Z,"New Pleyto Road cross of Stern st, Lockwood",False,2017-06-11T18:12:00Z
935,31.0,2017,True,Monterey,2018-01-09T13:40:00Z,"off York Road and S Boundary Road, east of Monterey ",False,2017-10-15T14:55:00Z
936,31.0,2017,True,Fresno,2018-01-09T12:44:00Z,"off of Highway 198 west of Parsons Road, Coalinga",False,2017-08-23T13:28:00Z
937,31.0,2017,True,Kern,2018-01-09T09:55:00Z,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",False,2017-05-12T05:05:00Z
938,30.0,2017,False,Los Angeles,2018-03-22T16:34:00Z,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",False,2017-08-31T16:32:00Z
939,30.0,2017,True,Humboldt,2018-01-09T12:18:00Z,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",False,2017-08-03T16:41:00Z
940,30.0,2017,True,Riverside,2018-01-09T11:42:00Z,"off Moreno Beach Dr & Locust, north of Moreno Valley",False,2017-07-03T19:31:00Z
941,29.0,2017,False,El Dorado,2018-01-09T13:35:00Z,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",False,2017-10-10T15:36:00Z
942,29.0,2017,True,Tehama,2018-01-09T11:51:00Z,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",False,2017-07-08T18:58:00Z
943,28.0,2017,True,Butte,2018-01-09T13:24:00Z,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",False,2017-09-25T11:03:00Z
944,28.0,2017,True,Modoc,2018-01-09T12:48:00Z,"4 miles east of Dorris Reservoir, east of Alturas",False,2017-08-30T11:38:00Z
945,28.0,2017,True,Del Norte,2018-01-09T11:08:00Z,"in Tolowa Dunes State Park, 3 miles west of Smith River (Del Norte County)",False,2017-06-26T21:30:00Z
946,28.0,2017,True,Riverside,2018-01-09T10:33:00Z,Hansen Avenue and Nuevo Road in Nuevo,False,2017-06-15T15:51:00Z
947,27.0,2017,True,Modoc,2018-01-09T12:48:00Z,"off Highway 395 and County Road 118, 16 miles north of Alturas.",True,2017-08-30T14:50:00Z
948,27.0,2017,True,Riverside,2018-01-09T10:24:00Z,Off Soboba Road in San Jacinto,False,2017-06-03T12:09:00Z
949,26.0,2017,True,Yuba,2018-01-09T13:25:00Z,"Jasper lane and Levee road, 1 mile NE of Wheatland",False,2017-09-26T15:20:00Z
950,26.0,2017,True,Riverside,2018-01-09T10:59:00Z,State Highway 74 near Trellis Lane,False,2017-06-18T16:03:00Z
951,26.0,2017,True,Riverside,2018-01-09T10:23:00Z,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",False,2017-06-01T16:12:00Z
952,25.0,2017,True,San Diego,2018-01-09T13:40:00Z,"at Wilson Road, east of San Felipe",False,2017-10-15T14:05:00Z
953,25.0,2017,True,San Luis Obispo,2018-01-09T13:23:00Z,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",False,2017-09-23T15:40:00Z
954,25.0,2017,True,San Diego,2018-01-09T13:19:00Z,1 mile west of Tecate Port Of Entry in Potrero,False,2017-09-07T15:41:00Z
955,25.0,2017,True,Shasta,2018-01-09T12:49:00Z,"Oak Run Road and Hopper Lane, Oak Run",False,2017-09-01T11:21:00Z
956,25.0,2017,True,San Diego,2018-01-09T11:09:00Z,"off Sloane Canyon Road at Dehesa Road, east of El Cajon",False,2017-06-27T09:38:00Z
957,25.0,2017,True,Madera,2018-01-09T10:35:00Z,"Road 400 and Road 33, 7 miles east of Madera ",False,2017-06-18T14:04:00Z
958,25.0,2017,True,Los Angeles,2018-01-09T10:24:00Z,"I-5, North of Lake Hughes Rd, Community of Cataic ",False,2017-06-03T15:39:00Z
959,25.0,2017,True,San Diego,2018-01-09T10:10:00Z,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",False,2017-05-24T15:30:00Z
960,23.0,2017,True,Riverside,2018-01-09T13:32:00Z,"De Portola Road east of Pauba Road, Temecula",False,2017-10-10T14:57:00Z
961,22.0,2017,False,Alameda,2018-01-09T13:25:00Z,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",False,2017-09-26T12:22:00Z
962,22.0,2017,True,Calaveras,2018-01-09T11:44:00Z,"off Gold Strike Road and Cemetery Lane, San Andreas",False,2017-07-05T16:56:00Z
963,22.0,2017,True,Napa,2018-01-09T10:31:00Z,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",True,2017-06-13T10:18:00Z
964,21.0,2017,True,San Luis Obispo,2018-01-09T13:42:00Z,"Off Soda Lake Rd, Carrizo Plains area ",False,2017-10-20T12:13:00Z
965,21.0,2017,True,Lake,2018-01-09T13:19:00Z,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",False,2017-09-05T14:55:00Z
966,21.0,2017,True,Tulare,2018-01-09T11:44:00Z,"Globe Dr, Springville",False,2017-07-05T08:24:00Z
967,21.0,2017,True,Butte,2018-01-09T11:00:00Z,"off of Hwy 99 & Schlaf Dr, east of Lake Oroville ",False,2017-06-22T09:49:00Z
968,21.0,2017,True,Shasta,2018-01-09T10:32:00Z,"Platina Road, 12 Miles West of Ono",False,2017-06-13T12:47:00Z
969,21.0,2017,True,San Benito,2018-01-09T10:07:00Z,"Bitterwater Rd X Hwy 25, east of King City",False,2017-05-22T04:50:00Z
970,20.0,2017,True,Humboldt,2018-01-09T13:30:00Z,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",True,2017-10-08T16:40:00Z
971,20.0,2017,True,Sonoma,2018-01-09T13:30:00Z,"Fort Ross Rd and Hwy 1, north of Jenner",False,2017-10-07T20:00:00Z
972,20.0,2017,True,Tehama,2018-01-09T13:29:00Z,"off Hwy 36W and Monroe St., West Red Bluff",False,2017-10-03T16:22:00Z
973,20.0,2017,True,Tuolumne,2018-01-09T12:16:00Z,"Off Merced Falls Rd, northwest of Lake McClure ",False,2017-08-01T16:33:00Z
974,20.0,2017,False,San Bernardino,2018-01-09T12:03:00Z,"off Piedmont Drive and Seine Avenue, Highland",False,2017-07-22T15:49:00Z
975,20.0,2017,True,Mendocino,2018-01-09T11:58:00Z,"on Cow Mountain, west of Ukiah ",True,2017-07-17T12:37:00Z
976,20.0,2017,True,Riverside,2018-01-09T10:32:00Z,"off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga",False,2017-06-13T17:21:00Z
