,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
610,0.0,2016,False,Alpine,2016-08-30T12:05:00Z,Mokelumne Wilderness,False,2016-08-18T12:05:00Z
611,0.0,2016,False,Los Angeles,2016-08-09T17:15:00Z,"near 14 Fwy & Sand Canyon Rd, Santa Clarita",False,2016-07-22T14:11:00Z
612,0.0,2016,False,San Luis Obispo,2016-06-19T08:30:00Z,Off Soda Lake Road north of Cuyama,False,2016-06-04T17:46:00Z
613,0.0,2016,False,Los Angeles,2016-06-13T12:30:00Z,"off of Old Topanga Canyon Road and Mulholland Hwy, Calabasas",False,2016-06-04T16:09:00Z
614,0.0,2016,False,Tulare,2016-06-19T18:00:00Z,15 miles northeast of Kernville,False,2016-06-01T15:35:00Z
615,0.0,2016,False,Los Angeles,2016-04-19T15:30:00Z,off northbound Interstate 5 at Gorman Creek,False,2016-04-19T13:09:00Z
616,281893.0,2017,True,Santa Barbara,2019-03-14T11:24:00Z,"Hwy 150 and Hwy 126, north of Santa Paula ",True,2017-12-04T18:28:00Z
617,281893.0,2017,True,Ventura,2019-03-14T11:24:00Z,"Hwy 150 and Hwy 126, north of Santa Paula ",True,2017-12-04T18:28:00Z
618,83733.0,2017,False,Lassen,2018-01-09T11:52:00Z,"off Hwy 395 and Cowboy Joe Rd, 3 miles north of Doyle",False,2017-07-11T14:15:00Z
619,83120.0,2017,False,Modoc,2018-01-09T12:05:00Z,throughout Modoc County,False,2017-07-24T12:00:00Z
620,81826.0,2017,True,Mariposa,2018-01-09T11:57:00Z,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",True,2017-07-16T15:56:00Z
621,78698.0,2017,False,Siskiyou,2018-01-09T12:43:00Z,"5 miles W of Happy Camp, CA",False,2017-08-15T07:55:00Z
622,56556.0,2017,True,Napa,2018-02-09T09:30:00Z,"Hwy 12, north of Glen Ellen",True,2017-10-08T22:00:00Z
623,56556.0,2017,True,Sonoma,2018-02-09T09:30:00Z,"Hwy 12, north of Glen Ellen",True,2017-10-08T22:00:00Z
624,51624.0,2017,True,Napa,2018-02-09T09:37:00Z,"Off of Altas Peak Rd, south of Lake Berryessa",True,2017-10-08T21:52:00Z
625,51624.0,2017,True,Solano,2018-02-09T09:37:00Z,"Off of Altas Peak Rd, south of Lake Berryessa",True,2017-10-08T21:52:00Z
626,48889.0,2017,True,Kings,2018-01-09T11:51:00Z,"Tar Canyon Road, near Avenal",True,2017-07-09T15:10:00Z
627,39715.0,2017,False,Siskiyou,2018-01-09T12:42:00Z,"17 miles east of Cave Junction, Oregon",False,2017-08-14T14:00:00Z
628,36807.0,2017,True,Napa,2018-02-09T09:27:00Z,"off of Hwy 128 and Bennett Ln, Calistoga",True,2017-10-08T21:45:00Z
629,36807.0,2017,True,Sonoma,2018-02-09T09:27:00Z,"off of Hwy 128 and Bennett Ln, Calistoga",True,2017-10-08T21:45:00Z
630,36556.0,2017,False,Tulare,2018-01-09T12:47:00Z,"Highway 190, east of Springville",True,2017-08-29T08:29:00Z
631,36523.0,2017,True,Mendocino,2018-02-09T08:56:00Z,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",True,2017-10-08T23:36:00Z
632,28687.0,2017,True,San Luis Obispo,2018-01-09T11:46:00Z,Off Highway 166 near Twitchell Reservoir,True,2017-07-06T15:44:00Z
633,27276.0,2017,False,Siskiyou,2018-01-09T12:07:00Z,"About 18 miles northwest of Orleans, California in Siskiyou County.",False,2017-07-26T18:00:00Z
634,21846.0,2017,False,Trinity,2018-01-09T12:49:00Z,"Hwy 299 near town of Helena, Junction City",False,2017-08-30T18:00:00Z
635,18900.0,2017,False,Tulare,2018-01-09T13:27:00Z,Golden Trout Wilderness near Lion Meadow.,False,2017-09-27T14:00:00Z
636,18618.0,2017,False,Lassen,2018-01-09T12:48:00Z,23 miles east-southeast of Madeline,False,2017-08-30T08:30:00Z
637,18430.0,2017,False,Santa Barbara,2018-01-09T11:49:00Z,"Lake Cachuma area, south of Hwy 154",False,2017-07-08T13:43:00Z
638,17357.0,2017,True,Sonoma,2018-02-09T09:32:00Z,"off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville ",True,2017-10-09T03:30:00Z
639,16031.0,2017,False,Tulare,2018-01-09T11:01:00Z,Within the 2002 McNally wildfire burn area (17 miles north of Kernville),False,2017-06-24T16:16:00Z
640,15619.0,2017,False,Los Angeles,2018-08-06T10:52:00Z,"Kagel Canyon Rd, north of Lake View terrace ",True,2017-12-05T03:44:00Z
641,13417.0,2017,False,Trinity,2018-01-09T13:21:00Z,"Black Rock Mountain, North Portion of Yolla BollyWilderness",False,2017-09-12T17:42:00Z
642,12407.0,2017,False,Madera,2018-01-09T12:46:00Z,"Highway 41, south of Fish Camp",False,2017-08-29T12:19:00Z
643,10343.0,2017,True,Fresno,2018-01-09T10:04:00Z,"off of Hwy 198 & Fire Stone, south of Coalinga",True,2017-05-18T13:11:00Z
644,9989.0,2017,True,Yuba,2018-02-09T09:39:00Z,"Cascade Way and Marysville Rd, north of Collins Lake ",True,2017-10-08T23:03:00Z
645,9217.0,2017,True,Orange,2018-04-05T10:47:00Z,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",True,2017-10-09T09:51:00Z
646,8925.0,2017,False,Mono,2018-01-09T12:47:00Z,"West of Hwy 395, north of Hwy 89, south of Topaz",False,2017-08-29T15:15:00Z
647,8417.0,2017,True,Butte,2018-02-09T09:48:00Z,"off Cherokee Road and Zonalea Lane, Oroville ",True,2017-10-08T21:45:00Z
648,8094.0,2017,False,Mariposa,2018-01-09T12:16:00Z,1 Mile South of Bridalveil Campground in Yosemite,False,2017-08-01T08:45:00Z
649,7697.0,2017,False,Modoc,2018-01-09T12:18:00Z,southwest of Cedarville,False,2017-08-03T14:00:00Z
650,7194.0,2017,False,Los Angeles,2018-01-09T12:49:00Z,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",False,2017-09-01T13:26:00Z
651,7000.0,2017,False,Mariposa,2018-01-09T12:39:00Z,"off Wawona Rd, east of Wawona",False,2017-08-14T14:28:00Z
652,6309.0,2017,True,Riverside,2018-01-09T11:08:00Z,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",False,2017-06-26T15:10:00Z
653,6151.0,2017,True,Butte,2018-02-09T09:50:00Z,"La Porte Rd and Oro Bangor Hwy, Bangor",True,2017-10-09T00:57:00Z
654,6049.0,2017,True,Los Angeles,2018-01-18T09:58:00Z,"along Rye Canyon Loop, west Valencia",True,2017-12-05T11:31:00Z
655,6042.0,2017,False,Lassen,2018-01-09T12:47:00Z,"Little Mud Flat, 18 miles northeast of Susanville ",False,2017-08-29T14:36:00Z
656,6033.0,2017,True,Butte,2018-01-09T11:47:00Z,"Chinese Wall Rd, north of Bangor",True,2017-07-07T14:52:00Z
657,5738.0,2017,True,Fresno,2018-01-09T09:51:00Z,Off of Hwy 33 and Lost Hills south of Coalinga,True,2017-04-20T15:40:00Z
658,5247.0,2017,False,Stanislaus,2018-01-09T12:15:00Z,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,False,2017-07-31T13:44:00Z
659,4736.0,2017,False,Trinity,2018-01-09T12:27:00Z,"Dutchman Rd, east of Zenia",False,2017-08-07T22:30:00Z
660,4310.0,2017,False,Plumas,2018-01-09T12:08:00Z,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",False,2017-07-29T18:55:00Z
661,4100.0,2017,True,San Diego,2018-01-09T13:47:00Z,"Old Hwy 395 at Dulin Road, Bonsall",True,2017-12-07T11:15:00Z
662,4016.0,2017,True,Butte,2018-08-30T15:27:00Z,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",False,2017-08-29T13:16:00Z
663,3874.0,2017,True,Riverside,2018-01-09T12:50:00Z,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",True,2017-09-02T13:33:00Z
664,3142.0,2017,False,Siskiyou,2018-01-09T12:26:00Z,"Siskiyou Wilderness, Six Rivers NF",False,2017-08-07T17:45:00Z
665,2940.0,2017,True,Kern,2018-01-09T11:46:00Z,"Hwy 155, north of Bakersfield",False,2017-07-07T09:18:00Z
666,2662.0,2017,True,Orange,2018-03-28T11:36:00Z,"CA-91 and Cole Canyon, City of Anaheim",False,2017-09-25T13:03:00Z
667,2575.0,2017,False,Plumas,2018-01-09T13:18:00Z,McRae Meadows,False,2017-09-05T18:38:00Z
668,2312.0,2017,False,Kings,2018-01-09T12:44:00Z,"off I-5 & Quebec Ave, north of Avenal",False,2017-08-24T18:13:00Z
669,2295.0,2017,False,Tulare,2018-01-09T12:17:00Z,North of Jordan Hot Springs,False,2017-08-02T18:00:00Z
670,2289.0,2017,True,Tulare,2018-01-09T12:15:00Z,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",False,2017-07-30T17:43:00Z
671,2269.0,2017,True,Yolo,2018-01-09T11:45:00Z,"Hwy 128 and Pleasant View Rd, south west of Winters",True,2017-07-06T12:41:00Z
672,2207.0,2017,True,Lake,2018-02-09T09:29:00Z,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",True,2017-10-08T23:59:00Z
673,2056.0,2017,True,San Diego,2018-01-09T10:06:00Z,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",True,2017-05-20T23:19:00Z
674,1868.0,2017,True,Sonoma,2018-01-09T13:33:00Z,near Kenwood,True,2017-10-09T01:00:00Z
675,1816.0,2017,True,Monterey,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",False,2017-07-08T18:30:00Z
676,1816.0,2017,True,San Luis Obispo,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",False,2017-07-08T18:30:00Z
677,1800.0,2017,True,Merced,2018-01-09T09:56:00Z,"Hwy 152 and Arburura Road, southwest of Los Banos",False,2017-05-12T15:30:00Z
678,1749.0,2017,False,Stanislaus,2018-01-09T12:50:00Z,Bourland area of the Stanislaus National Forest ,False,2017-09-03T16:23:00Z
679,1660.0,2017,True,Sonoma,2018-01-09T13:34:00Z,Hwy 37 & Lakeville Highway,False,2017-10-09T14:00:00Z
680,1649.0,2017,True,Fresno,2018-01-09T11:58:00Z,"Parkfield Rd and Hwy 198, 7 miles west of Coalinga",True,2017-07-17T13:15:00Z
681,1626.0,2017,True,Kern,2018-01-09T11:45:00Z,off Hwy 65 and Famoso Road east of Famoso,False,2017-07-06T12:29:00Z
682,1598.0,2017,True,San Luis Obispo,2018-01-09T11:08:00Z,"Park Hill Road and La Entrada, east of Santa Margarita",True,2017-06-26T15:27:00Z
683,1538.0,2017,True,Fresno,2018-01-09T11:41:00Z,"off Los Gatos Creek Rd, west of Coalinga",True,2017-07-02T22:28:00Z
684,1522.0,2017,False,Kern,2018-01-09T10:41:00Z,"Democrat, west of Lake Isabella",False,2017-06-18T14:22:00Z
685,1503.0,2017,False,San Bernardino,2018-01-09T11:00:00Z,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",False,2017-06-19T15:05:00Z
686,1431.0,2017,True,Madera,2018-01-09T10:30:00Z,"Oakwood Road and Road 406, northeast of Madera",True,2017-06-10T13:19:00Z
687,1350.0,2017,False,Kern,2018-01-09T12:14:00Z,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",False,2017-07-30T16:17:00Z
688,1350.0,2017,True,Riverside,2018-01-09T09:53:00Z,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",False,2017-04-30T15:23:00Z
689,1319.0,2017,False,Kern,2018-01-09T12:50:00Z,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",False,2017-09-01T14:37:00Z
690,1286.0,2017,True,Sacramento,2018-01-09T12:06:00Z,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",False,2017-07-26T14:45:00Z
691,1200.0,2017,True,Kern,2018-01-09T11:16:00Z,"Breckenridge Road, 3 miles east of Bakersfield",False,2017-06-30T13:49:00Z
692,1088.0,2017,False,San Diego,2018-01-09T13:41:00Z,"Range 600, Case Springs Road, Camp Pendleton",False,2017-10-17T10:19:00Z
693,1083.0,2017,True,Kern,2018-01-09T11:59:00Z,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",False,2017-07-18T11:45:00Z
694,1044.0,2017,True,Riverside,2018-01-09T12:38:00Z,Blaine Rd and Terrace Dr,True,2017-08-13T16:10:00Z
695,1035.0,2017,True,Madera,2018-01-09T13:18:00Z,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",True,2017-09-03T13:06:00Z
696,1020.0,2017,False,Plumas,2018-01-09T12:20:00Z,"Chilcoot Ave, Chilcoot",False,2017-08-06T15:32:00Z
697,1000.0,2017,False,San Diego,2018-01-09T10:17:00Z, Basilone Road X Las Pulgas Road,False,2017-05-25T18:15:00Z
698,995.0,2017,True,Shasta,2018-01-09T13:21:00Z,"off of Baker Rd, east of Big Bend",True,2017-09-12T06:58:00Z
699,976.0,2017,False,Fresno,2018-01-09T09:52:00Z," El Dorado Ave & Kamm Ave, northeast of Coalinga",False,2017-04-28T15:40:00Z
700,900.0,2017,True,Mendocino,2018-01-09T11:56:00Z,"Hwy 101, 5 miles northwest of Redwood Valley ",True,2017-07-16T14:51:00Z
701,867.0,2017,True,Yuba,2018-01-09T12:43:00Z,"Chuck Yeager Road, Beale Air Force Base",False,2017-08-20T14:44:00Z
702,866.0,2017,True,Riverside,2018-01-09T13:45:00Z,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",False,2017-10-26T12:34:00Z
703,859.0,2017,False,Lassen,2018-01-09T12:21:00Z,"Scott Rd, 9 miles south of Doyle",False,2017-08-06T19:52:00Z
704,821.0,2017,True,Nevada,2018-02-09T09:51:00Z,"near Lone Lobo Trail, Rough and Ready",True,2017-10-09T00:01:00Z
705,800.0,2017,False,Los Angeles,2018-01-09T10:34:00Z,North side of Castaic Lake,False,2017-06-17T13:55:00Z
706,775.0,2017,True,San Luis Obispo,2018-01-09T12:36:00Z,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,False,2017-08-11T16:06:00Z
707,760.0,2017,False,Los Angeles,2018-01-09T11:08:00Z,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",False,2017-06-25T12:47:00Z
708,747.0,2017,False,Sierra,2018-01-09T11:51:00Z,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",False,2017-07-10T13:02:00Z
709,690.0,2017,True,Tuolumne,2018-01-09T12:09:00Z,"Jacksonville Road, south of Jamestown",True,2017-07-29T13:50:00Z
710,680.0,2017,True,Mariposa,2018-01-09T12:51:00Z,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",True,2017-09-03T13:10:00Z
711,670.0,2017,False,San Bernardino,2018-01-09T11:09:00Z,"Highland Ave and City Creek Road, Highland",False,2017-06-27T15:22:00Z
712,630.0,2017,True,Mariposa,2018-01-09T11:10:00Z,off Ben Hur Road and Silver Bar Road,True,2017-06-28T15:49:00Z
713,562.0,2017,False,Modoc,2018-01-09T11:10:00Z,"Hwy 139 south of Newell, east of Tule Lake",False,2017-06-28T13:50:00Z
714,545.0,2017,True,Riverside,2018-01-09T12:42:00Z,Misa Canyon Road and Bluff Street,True,2017-08-14T15:45:00Z
715,530.0,2017,False,Lassen,2018-01-09T12:20:00Z,"Ash Valley, 6 miles west of Madeline",False,2017-08-06T15:29:00Z
716,506.0,2017,True,Kern,2018-01-09T10:07:00Z,"Round Mountain Road and Amaya Court, north of Lake Ming",False,2017-05-20T14:23:00Z
717,486.0,2017,False,San Diego,2018-01-09T10:06:00Z,"Camp Pendleton, north of India Training Area",False,2017-05-19T14:45:00Z
718,469.0,2017,True,Siskiyou,2018-01-09T11:44:00Z,"Highway 3 & Fay Lane, south of Etna",True,2017-07-05T11:05:00Z
719,460.0,2017,True,San Luis Obispo,2018-01-09T12:17:00Z,"Off Hwy 58 & Red Hill Rd, east of Wilson Corner",False,2017-08-02T10:15:00Z
720,460.0,2017,True,San Bernardino,2018-04-12T14:52:00Z,"off Greenspot Rd and Santa Ana Canyon Rd, Highland",False,2017-07-14T14:23:00Z
721,450.0,2017,True,Fresno,2018-01-09T10:30:00Z,"off South Monterey Ave. & W South Ave., near Tranquillity ",False,2017-06-11T17:15:00Z
722,444.0,2017,True,Santa Barbara,2018-01-09T13:28:00Z,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",False,2017-09-29T14:42:00Z
723,429.0,2017,True,Madera,2018-01-09T13:21:00Z,"Road 29 & Road 26, southwest of Raymond",False,2017-09-18T16:04:00Z
724,426.0,2017,False,El Dorado,2018-01-09T13:36:00Z,3 miles northeast of Ice House Reservoir,False,2017-10-13T13:16:00Z
725,422.0,2017,False,Los Angeles,2018-01-23T08:11:00Z,N Sepulveda Blvd at I-405,True,2017-12-06T06:31:00Z
726,416.0,2017,True,Tulare,2018-01-09T12:02:00Z,"off Strathmore Rd, community of Lindsay",False,2017-07-20T19:16:00Z
727,410.0,2017,False,Modoc,2018-01-09T11:54:00Z,"off Hwy 139, 7 miles North of Tionesta",False,2017-07-13T15:23:00Z
728,400.0,2017,True,San Diego,2018-01-09T11:52:00Z,"I-8 and Old Hwy 80, Community of Lakeside",True,2017-07-11T13:45:00Z
729,400.0,2017,True,Fresno,2018-01-09T09:55:00Z,"off Sonoma Ave & Cerini Ave, west of Helm ",False,2017-05-10T15:27:00Z
730,392.0,2017,True,Nevada,2018-01-09T12:48:00Z,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",True,2017-08-30T15:38:00Z
731,391.0,2017,True,Santa Cruz,2018-01-09T13:41:00Z,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",True,2017-10-16T22:30:00Z
732,380.0,2017,True,Modoc,2018-01-09T09:40:00Z,"Likely, 15 Miles south of Alturas",False,2017-04-03T16:00:00Z
733,370.0,2017,False,Mono,2018-01-09T13:46:00Z,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",False,2017-11-13T11:28:00Z
734,370.0,2017,True,Contra Costa,2018-01-09T11:48:00Z,"Springwood Ct. & California St, Rodeo",False,2017-07-08T15:26:00Z
735,357.0,2017,True,Fresno,2018-01-09T11:01:00Z,"Off Los Gatos Creek Rd, west of Derrick",False,2017-06-23T16:00:00Z
736,340.0,2017,True,San Luis Obispo,2018-01-09T11:51:00Z,"Huer Huero Road, east of Santa Margarita",True,2017-07-09T13:49:00Z
737,339.0,2017,True,Tulare,2018-01-09T10:28:00Z,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",True,2017-06-07T11:55:00Z
738,338.0,2017,True,Kern,2018-01-09T12:31:00Z,"I-5 Freeway and Grapevine Rd, north of the Grapevine",True,2017-08-10T14:32:00Z
739,325.0,2017,True,San Bernardino,2018-01-09T12:18:00Z,"Bryant Street at Hwy 38, City of Yucaipa",True,2017-08-03T15:35:00Z
740,319.0,2017,False,Del Norte,2018-01-09T12:01:00Z,"Orleans Rd, Six River National Forest",False,2017-07-19T14:00:00Z
741,300.0,2017,False,Riverside,2018-01-09T13:47:00Z,"Los Alamos Rd & Liberty Rd, city of Murrieta",False,2017-12-07T13:14:00Z
742,288.0,2017,True,Kern,2018-01-09T09:58:00Z,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",False,2017-05-15T14:05:00Z
743,260.0,2017,True,San Bernardino,2018-01-09T13:47:00Z,"University Pkwy. and Varsity Ave., San Bernardino City",False,2017-12-05T13:35:00Z
744,255.0,2017,True,San Diego,2018-04-12T14:52:00Z,"off of Hwy 79, 4 miles north of Warner Springs",False,2017-07-22T15:00:00Z
745,245.0,2017,True,San Luis Obispo,2018-01-09T13:23:00Z,"Huasna Townsite Rd & Huasna Rd, Huasna",True,2017-09-20T13:41:00Z
746,237.0,2017,True,Fresno,2018-01-09T13:23:00Z,"Hwy 33 & Shell Rd, north of Coalinga",False,2017-09-19T19:47:00Z
747,236.0,2017,True,El Dorado,2018-01-09T12:14:00Z,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",False,2017-07-30T01:45:00Z
748,231.0,2017,True,Contra Costa,2018-01-09T11:48:00Z,"Deer Valley Road & Marsh Creek Road, west of Brentwood",False,2017-07-08T02:20:00Z
749,225.0,2017,True,Mariposa,2018-01-09T11:17:00Z,"off Hwy 49 and Allred Road, south of Mariposa",True,2017-07-02T13:36:00Z
750,225.0,2017,True,San Luis Obispo,2018-01-09T10:03:00Z,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",False,2017-05-18T08:48:00Z
751,225.0,2017,True,San Luis Obispo,2018-01-09T09:57:00Z,off of Soda Lake,False,2017-05-15T13:58:00Z
752,206.0,2017,True,Kern,2018-01-09T10:29:00Z,5 miles south of Lake Isabella,False,2017-06-10T12:17:00Z
753,205.0,2017,True,Riverside,2018-01-09T11:44:00Z,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",False,2017-07-04T16:55:00Z
754,200.0,2017,False,Lake,2018-01-09T13:20:00Z,"Skeleton Glade, 5 miles east of Lake Pillsbury ",False,2017-09-12T14:36:00Z
755,200.0,2017,False,Alameda,2018-01-09T12:44:00Z,"Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center",False,2017-08-22T14:00:00Z
756,200.0,2017,True,San Diego,2018-01-09T12:43:00Z,"Royal Willie Road and La Posta Road, Community of Campo",True,2017-08-21T14:00:00Z
757,200.0,2017,True,Riverside,2018-01-09T12:15:00Z,"Off Amorose St, in the community of Lake Elsinore",False,2017-07-31T14:22:00Z
758,194.0,2017,True,Tehama,2018-01-09T13:46:00Z,"North Rim of the Mill Creek drainage, east of Los Molinos",False,2017-10-26T20:00:00Z
